"Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal","isgold"
1994,"Lillehammer","Skating","Speed skating","GER","3000m","W","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","GER","5000m","W","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","GER","5000m","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","GER","500m","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","GER","downhill","W","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","GER","giant slalom","M","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","GER","giant slalom","W","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","GER","super-G","M","Gold",TRUE
1994,"Lillehammer","Skiing","Ski Jumping","GER","K120 individual (90m)","M","Gold",TRUE
1994,"Lillehammer","Skiing","Ski Jumping","GER","K120 team (90m)","M","Gold",TRUE
1994,"Lillehammer","Skiing","Ski Jumping","GER","K90 individual (70m)","M","Bronze",FALSE
1994,"Lillehammer","Bobsleigh","Bobsleigh","ITA","two-man","M","Bronze",FALSE
1994,"Lillehammer","Luge","Luge","ITA","doubles","X","Gold",TRUE
1994,"Lillehammer","Luge","Luge","ITA","doubles","X","Silver",FALSE
1994,"Lillehammer","Luge","Luge","ITA","singles","M","Bronze",FALSE
1994,"Lillehammer","Luge","Luge","ITA","singles","W","Gold",TRUE
1994,"Lillehammer","Skating","Short Track S.","ITA","5000m relay","M","Gold",TRUE
1994,"Lillehammer","Skating","Short Track S.","ITA","500m","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","ITA","downhill","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","ITA","giant slalom","W","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","ITA","slalom","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","ITA","super-G","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","ITA","10km pursuit","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","ITA","15km mass start","W","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","ITA","30km","W","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","ITA","4x10km relay","M","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","ITA","4x5km relay","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","ITA","5km","W","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","ITA","Combined 10km + 15km pursuit","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","ITA","Combined 5km + 10km pursuit","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","ITA","Combined 5km + 10km pursuit","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","JPN","5000m","W","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","JPN","500m","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Nordic Combined","JPN","individual","M","Silver",FALSE
1994,"Lillehammer","Skiing","Nordic Combined","JPN","Team","M","Gold",TRUE
1994,"Lillehammer","Skiing","Ski Jumping","JPN","K120 team (90m)","M","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","KAZ","10km pursuit","M","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","KAZ","50km","M","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","KAZ","Combined 10km + 15km pursuit","M","Silver",FALSE
1994,"Lillehammer","Skating","Short Track S.","KOR","1000m","M","Gold",TRUE
1994,"Lillehammer","Skating","Short Track S.","KOR","1000m","M","Silver",FALSE
1994,"Lillehammer","Skating","Short Track S.","KOR","1000m","W","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","KOR","1000m","W","Gold",TRUE
1994,"Lillehammer","Skating","Short Track S.","KOR","3000m relay","W","Gold",TRUE
1994,"Lillehammer","Skating","Short Track S.","KOR","500m","M","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","NED","10000m","M","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","NED","1500m","M","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","NED","1500m","M","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","NED","5000m","M","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","NOR","10000m","M","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","NOR","10000m","M","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","NOR","1500m","M","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","NOR","5000m","M","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","NOR","5000m","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","NOR","alpine combined","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","NOR","alpine combined","M","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","NOR","alpine combined","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","NOR","downhill","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","NOR","super-G","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","NOR","10km pursuit","M","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","NOR","30km","W","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","NOR","30km mass start","M","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","NOR","30km mass start","M","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","NOR","4x10km relay","M","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","NOR","4x5km relay","W","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","NOR","50km","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Gold",TRUE
1994,"Lillehammer","Skiing","Freestyle Ski.","NOR","aerials","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","NOR","moguls","W","Gold",TRUE
1994,"Lillehammer","Skiing","Nordic Combined","NOR","individual","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Nordic Combined","NOR","individual","M","Gold",TRUE
1994,"Lillehammer","Skiing","Nordic Combined","NOR","Team","M","Silver",FALSE
1994,"Lillehammer","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Silver",FALSE
1994,"Lillehammer","Skiing","Ski Jumping","NOR","K90 individual (70m)","M","Gold",TRUE
1994,"Lillehammer","Skiing","Ski Jumping","NOR","K90 individual (70m)","M","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","RUS","10km","M","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","RUS","10km","M","Gold",TRUE
1994,"Lillehammer","Biathlon","Biathlon","RUS","20km","M","Gold",TRUE
1994,"Lillehammer","Biathlon","Biathlon","RUS","4x7.5km relay","M","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","RUS","4x7.5km relay","W","Gold",TRUE
1994,"Lillehammer","Skating","Figure skating","RUS","ice dancing","X","Gold",TRUE
1994,"Lillehammer","Skating","Figure skating","RUS","ice dancing","X","Silver",FALSE
1994,"Lillehammer","Skating","Figure skating","RUS","individual","M","Gold",TRUE
1994,"Lillehammer","Skating","Figure skating","RUS","pairs","X","Gold",TRUE
1994,"Lillehammer","Skating","Figure skating","RUS","pairs","X","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","RUS","1000m","M","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","RUS","1500m","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","RUS","3000m","W","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","RUS","500m","M","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","RUS","500m","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","RUS","super-G","W","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","RUS","15km mass start","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","RUS","15km mass start","W","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","RUS","4x5km relay","W","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","RUS","5km","W","Gold",TRUE
1994,"Lillehammer","Skiing","Cross Country S","RUS","Combined 5km + 10km pursuit","W","Gold",TRUE
1994,"Lillehammer","Skiing","Freestyle Ski.","RUS","moguls","M","Silver",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","RUS","moguls","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SLO","alpine combined","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SLO","slalom","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SLO","slalom","W","Bronze",FALSE
1994,"Lillehammer","Bobsleigh","Bobsleigh","SUI","four-man","M","Silver",FALSE
1994,"Lillehammer","Bobsleigh","Bobsleigh","SUI","two-man","M","Gold",TRUE
1994,"Lillehammer","Bobsleigh","Bobsleigh","SUI","two-man","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SUI","alpine combined","W","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SUI","giant slalom","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SUI","giant slalom","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","SUI","slalom","W","Gold",TRUE
1994,"Lillehammer","Skiing","Freestyle Ski.","SUI","aerials","M","Gold",TRUE
1994,"Lillehammer","Skiing","Nordic Combined","SUI","Team","M","Bronze",FALSE
1994,"Lillehammer","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","SWE","alpine combined","W","Gold",TRUE
1994,"Lillehammer","Skiing","Freestyle Ski.","SWE","aerials","W","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","UKR","7.5km","W","Bronze",FALSE
1994,"Lillehammer","Skating","Figure skating","UKR","individual","W","Gold",TRUE
1994,"Lillehammer","Skating","Figure skating","USA","individual","W","Silver",FALSE
1994,"Lillehammer","Skating","Short Track S.","USA","3000m relay","W","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","USA","5000m relay","M","Silver",FALSE
1994,"Lillehammer","Skating","Short Track S.","USA","500m","W","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","USA","500m","W","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","USA","1000m","M","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","USA","1000m","W","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","USA","500m","W","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","USA","downhill","M","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","USA","downhill","W","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","USA","super-G","M","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","USA","super-G","W","Gold",TRUE
1994,"Lillehammer","Skiing","Freestyle Ski.","USA","moguls","W","Silver",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","UZB","aerials","W","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","AUS","slalom","W","Bronze",FALSE
1998,"Nagano","Luge","Luge","AUT","singles","W","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","alpine combined","M","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","alpine combined","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","AUT","downhill","M","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","giant slalom","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","AUT","giant slalom","M","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","giant slalom","W","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","slalom","M","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","super-G","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","AUT","super-G","M","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","super-G","W","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","AUT","super-G","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","AUT","10km pursuit","M","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","AUT","50km","M","Bronze",FALSE
1998,"Nagano","Skiing","Ski Jumping","AUT","K120 team (90m)","M","Bronze",FALSE
1998,"Nagano","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Bronze",FALSE
1998,"Nagano","Skiing","Snowboard","AUT","giant-slalom","W","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","BEL","5000m","M","Bronze",FALSE
1998,"Nagano","Biathlon","Biathlon","BLR","20km","M","Bronze",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","BLR","aerials","M","Bronze",FALSE
1998,"Nagano","Biathlon","Biathlon","BUL","15km","W","Gold",TRUE
1998,"Nagano","Bobsleigh","Bobsleigh","CAN","two-man","M","Gold",TRUE
1998,"Nagano","Curling","Curling","CAN","curling","M","Silver",FALSE
1998,"Nagano","Curling","Curling","CAN","curling","W","Gold",TRUE
1998,"Nagano","Ice Hockey","Ice Hockey","CAN","ice hockey","W","Silver",FALSE
1998,"Nagano","Skating","Figure skating","CAN","individual","M","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","CAN","1000m","M","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","CAN","3000m relay","W","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","CAN","5000m relay","M","Gold",TRUE
1998,"Nagano","Skating","Short Track S.","CAN","500m","W","Gold",TRUE
1998,"Nagano","Skating","Speed skating","CAN","1000m","W","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","CAN","500m","M","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","CAN","500m","M","Silver",FALSE
1998,"Nagano","Skating","Speed skating","CAN","500m","W","Gold",TRUE
1998,"Nagano","Skating","Speed skating","CAN","500m","W","Silver",FALSE
1998,"Nagano","Skiing","Snowboard","CAN","giant-slalom","M","Gold",TRUE
1998,"Nagano","Skating","Figure skating","CHN","individual","W","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","CHN","1000m","M","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","CHN","1000m","W","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","CHN","3000m relay","W","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","CHN","5000m relay","M","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","CHN","500m","M","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","CHN","500m","W","Silver",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","CHN","aerials","W","Silver",FALSE
1998,"Nagano","Ice Hockey","Ice Hockey","CZE","ice hockey","M","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","CZE","5km","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","CZE","Combined 5km + 10km pursuit","W","Bronze",FALSE
1998,"Nagano","Curling","Curling","DEN","curling","W","Silver",FALSE
1998,"Nagano","Biathlon","Biathlon","FIN","10km","M","Bronze",FALSE
1998,"Nagano","Ice Hockey","Ice Hockey","FIN","ice hockey","M","Bronze",FALSE
1998,"Nagano","Ice Hockey","Ice Hockey","FIN","ice hockey","W","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","FIN","10km pursuit","M","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","FIN","30km mass start","M","Gold",TRUE
1998,"Nagano","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","FIN","moguls","M","Bronze",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","FIN","moguls","M","Silver",FALSE
1998,"Nagano","Skiing","Nordic Combined","FIN","individual","M","Silver",FALSE
1998,"Nagano","Skiing","Nordic Combined","FIN","Team","M","Silver",FALSE
1998,"Nagano","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Silver",FALSE
1998,"Nagano","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Gold",TRUE
1998,"Nagano","Bobsleigh","Bobsleigh","FRA","four-man","M","Bronze",FALSE
1998,"Nagano","Skating","Figure skating","FRA","ice dancing","X","Bronze",FALSE
1998,"Nagano","Skating","Figure skating","FRA","individual","M","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","FRA","downhill","M","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","FRA","downhill","W","Bronze",FALSE
1998,"Nagano","Skiing","Freestyle Ski.","FRA","aerials","M","Silver",FALSE
1998,"Nagano","Skiing","Nordic Combined","FRA","Team","M","Bronze",FALSE
1998,"Nagano","Skiing","Snowboard","FRA","giant-slalom","W","Gold",TRUE
1998,"Nagano","Bobsleigh","Bobsleigh","GBR","four-man","M","Bronze",FALSE
1998,"Nagano","Biathlon","Biathlon","GER","15km","W","Bronze",FALSE
1998,"Nagano","Biathlon","Biathlon","GER","4x7.5km relay","M","Gold",TRUE
1998,"Nagano","Biathlon","Biathlon","GER","4x7.5km relay","W","Gold",TRUE
1998,"Nagano","Biathlon","Biathlon","GER","7.5km","W","Bronze",FALSE
1998,"Nagano","Biathlon","Biathlon","GER","7.5km","W","Silver",FALSE
1998,"Nagano","Bobsleigh","Bobsleigh","GER","four-man","M","Gold",TRUE
1998,"Nagano","Bobsleigh","Bobsleigh","GER","two-man","M","Bronze",FALSE
1998,"Nagano","Luge","Luge","GER","doubles","X","Gold",TRUE
1998,"Nagano","Luge","Luge","GER","singles","M","Bronze",FALSE
1998,"Nagano","Luge","Luge","GER","singles","M","Gold",TRUE
1998,"Nagano","Luge","Luge","GER","singles","W","Gold",TRUE
1998,"Nagano","Luge","Luge","GER","singles","W","Silver",FALSE
1998,"Nagano","Skating","Figure skating","GER","pairs","X","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","GER","1500m","W","Silver",FALSE
1998,"Nagano","Skating","Speed skating","GER","3000m","W","Bronze",FALSE
1998,"Nagano","Skating","Speed skating","GER","3000m","W","Gold",TRUE
1998,"Nagano","Skating","Speed skating","GER","3000m","W","Silver",FALSE
1998,"Nagano","Skating","Speed skating","GER","5000m","W","Gold",TRUE
1998,"Nagano","Skating","Speed skating","GER","5000m","W","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","GER","alpine combined","W","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","GER","alpine combined","W","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","GER","alpine combined","W","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","GER","downhill","W","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","GER","giant slalom","W","Bronze",FALSE
1998,"Nagano","Skiing","Alpine Skiing","GER","slalom","W","Gold",TRUE
1998,"Nagano","Skiing","Freestyle Ski.","GER","moguls","W","Silver",FALSE
1998,"Nagano","Skiing","Ski Jumping","GER","K120 team (90m)","M","Silver",FALSE
1998,"Nagano","Skiing","Snowboard","GER","giant-slalom","W","Silver",FALSE
1998,"Nagano","Skiing","Snowboard","GER","Half-pipe","W","Gold",TRUE
1998,"Nagano","Biathlon","Biathlon","ITA","20km","M","Silver",FALSE
1998,"Nagano","Bobsleigh","Bobsleigh","ITA","two-man","M","Gold",TRUE
1998,"Nagano","Luge","Luge","ITA","singles","M","Silver",FALSE
1998,"Nagano","Skiing","Alpine Skiing","ITA","giant slalom","W","Gold",TRUE
1998,"Nagano","Skiing","Alpine Skiing","ITA","slalom","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","ITA","30km","W","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","ITA","30km mass start","M","Bronze",FALSE
1998,"Nagano","Skiing","Cross Country S","ITA","4x10km relay","M","Silver",FALSE
1998,"Nagano","Skiing","Cross Country S","ITA","4x5km relay","W","Bronze",FALSE
1998,"Nagano","Skiing","Snowboard","ITA","giant-slalom","M","Silver",FALSE
1998,"Nagano","Skating","Short Track S.","JPN","500m","M","Bronze",FALSE
1998,"Nagano","Skating","Short Track S.","JPN","500m","M","Gold",TRUE
