"Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal","isgold"
1988,"Calgary","Biathlon","Biathlon","FRG","4x7.5km relay","M","Silver",FALSE
1988,"Calgary","Luge","Luge","FRG","doubles","X","Bronze",FALSE
1988,"Calgary","Luge","Luge","FRG","singles","M","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","FRG","downhill","W","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","FRG","giant slalom","W","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","FRG","slalom","M","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","FRG","slalom","W","Bronze",FALSE
1988,"Calgary","Skiing","Nordic Combined","FRG","Team","M","Gold",TRUE
1988,"Calgary","Biathlon","Biathlon","GDR","10km","M","Gold",TRUE
1988,"Calgary","Biathlon","Biathlon","GDR","20km","M","Gold",TRUE
1988,"Calgary","Bobsleigh","Bobsleigh","GDR","four-man","M","Silver",FALSE
1988,"Calgary","Bobsleigh","Bobsleigh","GDR","two-man","M","Bronze",FALSE
1988,"Calgary","Bobsleigh","Bobsleigh","GDR","two-man","M","Silver",FALSE
1988,"Calgary","Luge","Luge","GDR","doubles","X","Gold",TRUE
1988,"Calgary","Luge","Luge","GDR","doubles","X","Silver",FALSE
1988,"Calgary","Luge","Luge","GDR","singles","M","Gold",TRUE
1988,"Calgary","Luge","Luge","GDR","singles","W","Bronze",FALSE
1988,"Calgary","Luge","Luge","GDR","singles","W","Gold",TRUE
1988,"Calgary","Luge","Luge","GDR","singles","W","Silver",FALSE
1988,"Calgary","Skating","Figure skating","GDR","individual","W","Gold",TRUE
1988,"Calgary","Skating","Speed skating","GDR","1000m","M","Silver",FALSE
1988,"Calgary","Skating","Speed skating","GDR","1000m","W","Gold",TRUE
1988,"Calgary","Skating","Speed skating","GDR","1000m","W","Silver",FALSE
1988,"Calgary","Skating","Speed skating","GDR","1500m","M","Gold",TRUE
1988,"Calgary","Skating","Speed skating","GDR","1500m","W","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","GDR","1500m","W","Silver",FALSE
1988,"Calgary","Skating","Speed skating","GDR","3000m","W","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","GDR","3000m","W","Silver",FALSE
1988,"Calgary","Skating","Speed skating","GDR","5000m","W","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","GDR","5000m","W","Silver",FALSE
1988,"Calgary","Skating","Speed skating","GDR","500m","M","Gold",TRUE
1988,"Calgary","Skating","Speed skating","GDR","500m","W","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","GDR","500m","W","Silver",FALSE
1988,"Calgary","Biathlon","Biathlon","ITA","20km","M","Bronze",FALSE
1988,"Calgary","Biathlon","Biathlon","ITA","4x7.5km relay","M","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","ITA","giant slalom","M","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","ITA","slalom","M","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","ITA","50km","M","Silver",FALSE
1988,"Calgary","Skating","Speed skating","JPN","500m","M","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","LIE","slalom","M","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","NED","10000m","M","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","NED","1500m","W","Gold",TRUE
1988,"Calgary","Skating","Speed skating","NED","3000m","W","Gold",TRUE
1988,"Calgary","Skating","Speed skating","NED","5000m","M","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","NED","5000m","M","Silver",FALSE
1988,"Calgary","Skating","Speed skating","NED","5000m","W","Gold",TRUE
1988,"Calgary","Skating","Speed skating","NED","500m","M","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","NOR","15km","M","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","NOR","30km mass start","M","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","NOR","4x5km relay","W","Silver",FALSE
1988,"Calgary","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Silver",FALSE
1988,"Calgary","Skiing","Ski Jumping","NOR","K120 team (90m)","M","Bronze",FALSE
1988,"Calgary","Bobsleigh","Bobsleigh","SUI","four-man","M","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","SUI","alpine combined","M","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","alpine combined","W","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","alpine combined","W","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","downhill","M","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","SUI","downhill","M","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","downhill","W","Silver",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","giant slalom","M","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","giant slalom","W","Bronze",FALSE
1988,"Calgary","Skiing","Alpine Skiing","SUI","giant slalom","W","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","SUI","slalom","W","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","SUI","super-G","W","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","SUI","50km","M","Bronze",FALSE
1988,"Calgary","Skiing","Nordic Combined","SUI","individual","M","Gold",TRUE
1988,"Calgary","Skiing","Nordic Combined","SUI","Team","M","Silver",FALSE
1988,"Calgary","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","SWE","10000m","M","Gold",TRUE
1988,"Calgary","Skating","Speed skating","SWE","5000m","M","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","SWE","super-G","M","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","SWE","4x10km relay","M","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","SWE","50km","M","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","TCH","4x10km relay","M","Bronze",FALSE
1988,"Calgary","Skiing","Ski Jumping","TCH","K90 individual (70m)","M","Bronze",FALSE
1988,"Calgary","Skiing","Ski Jumping","TCH","K90 individual (70m)","M","Silver",FALSE
1988,"Calgary","Biathlon","Biathlon","URS","10km","M","Bronze",FALSE
1988,"Calgary","Biathlon","Biathlon","URS","10km","M","Silver",FALSE
1988,"Calgary","Biathlon","Biathlon","URS","20km","M","Silver",FALSE
1988,"Calgary","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold",TRUE
1988,"Calgary","Bobsleigh","Bobsleigh","URS","four-man","M","Bronze",FALSE
1988,"Calgary","Bobsleigh","Bobsleigh","URS","two-man","M","Gold",TRUE
1988,"Calgary","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold",TRUE
1988,"Calgary","Luge","Luge","URS","singles","M","Bronze",FALSE
1988,"Calgary","Skating","Figure skating","URS","ice dancing","X","Gold",TRUE
1988,"Calgary","Skating","Figure skating","URS","ice dancing","X","Silver",FALSE
1988,"Calgary","Skating","Figure skating","URS","individual","M","Bronze",FALSE
1988,"Calgary","Skating","Figure skating","URS","pairs","X","Gold",TRUE
1988,"Calgary","Skating","Figure skating","URS","pairs","X","Silver",FALSE
1988,"Calgary","Skating","Speed skating","URS","1000m","M","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","URS","1000m","M","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","URS","10km","W","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","URS","10km","W","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","15km","M","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","15km","M","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","URS","20km","W","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","20km","W","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","URS","20km","W","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","30km mass start","M","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","URS","30km mass start","M","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","4x10km relay","M","Silver",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","4x5km relay","W","Gold",TRUE
1988,"Calgary","Skiing","Cross Country S","URS","5km","W","Bronze",FALSE
1988,"Calgary","Skiing","Cross Country S","URS","5km","W","Silver",FALSE
1988,"Calgary","Skiing","Nordic Combined","URS","individual","M","Bronze",FALSE
1988,"Calgary","Skating","Figure skating","USA","individual","M","Gold",TRUE
1988,"Calgary","Skating","Figure skating","USA","individual","W","Bronze",FALSE
1988,"Calgary","Skating","Figure skating","USA","pairs","X","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","USA","1000m","W","Bronze",FALSE
1988,"Calgary","Skating","Speed skating","USA","1500m","M","Silver",FALSE
1988,"Calgary","Skating","Speed skating","USA","500m","W","Gold",TRUE
1988,"Calgary","Skiing","Alpine Skiing","YUG","slalom","W","Silver",FALSE
1988,"Calgary","Skiing","Ski Jumping","YUG","K120 individual (90m)","M","Bronze",FALSE
1988,"Calgary","Skiing","Ski Jumping","YUG","K120 team (90m)","M","Silver",FALSE
1992,"Albertville","Bobsleigh","Bobsleigh","AUT","four-man","M","Gold",TRUE
1992,"Albertville","Luge","Luge","AUT","singles","M","Bronze",FALSE
1992,"Albertville","Luge","Luge","AUT","singles","M","Silver",FALSE
1992,"Albertville","Luge","Luge","AUT","singles","W","Gold",TRUE
1992,"Albertville","Luge","Luge","AUT","singles","W","Silver",FALSE
1992,"Albertville","Skating","Speed skating","AUT","3000m","W","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","AUT","alpine combined","W","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","AUT","alpine combined","W","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","AUT","downhill","M","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","AUT","downhill","M","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","AUT","downhill","W","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","AUT","giant slalom","W","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","AUT","slalom","M","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","AUT","slalom","W","Gold",TRUE
1992,"Albertville","Skiing","Nordic Combined","AUT","individual","M","Bronze",FALSE
1992,"Albertville","Skiing","Nordic Combined","AUT","Team","M","Bronze",FALSE
1992,"Albertville","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Bronze",FALSE
1992,"Albertville","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Silver",FALSE
1992,"Albertville","Skiing","Ski Jumping","AUT","K120 team (90m)","M","Silver",FALSE
1992,"Albertville","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Gold",TRUE
1992,"Albertville","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","CAN","15km","W","Bronze",FALSE
1992,"Albertville","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Silver",FALSE
1992,"Albertville","Skating","Figure skating","CAN","pairs","X","Bronze",FALSE
1992,"Albertville","Skating","Short Track S.","CAN","1000m","M","Silver",FALSE
1992,"Albertville","Skating","Short Track S.","CAN","3000m relay","W","Gold",TRUE
1992,"Albertville","Skating","Short Track S.","CAN","5000m relay","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","CAN","downhill","W","Gold",TRUE
1992,"Albertville","Skating","Short Track S.","CHN","500m","W","Silver",FALSE
1992,"Albertville","Skating","Speed skating","CHN","1000m","W","Silver",FALSE
1992,"Albertville","Skating","Speed skating","CHN","500m","W","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","ESP","slalom","W","Bronze",FALSE
1992,"Albertville","Biathlon","Biathlon","EUN","15km","W","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","EUN","20km","M","Gold",TRUE
1992,"Albertville","Biathlon","Biathlon","EUN","3x7.5km relay","W","Bronze",FALSE
1992,"Albertville","Biathlon","Biathlon","EUN","4x7.5km relay","M","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","EUN","7.5km","W","Bronze",FALSE
1992,"Albertville","Biathlon","Biathlon","EUN","7.5km","W","Gold",TRUE
1992,"Albertville","Ice Hockey","Ice Hockey","EUN","ice hockey","M","Gold",TRUE
1992,"Albertville","Skating","Figure skating","EUN","ice dancing","X","Bronze",FALSE
1992,"Albertville","Skating","Figure skating","EUN","ice dancing","X","Gold",TRUE
1992,"Albertville","Skating","Figure skating","EUN","individual","M","Gold",TRUE
1992,"Albertville","Skating","Figure skating","EUN","pairs","X","Gold",TRUE
1992,"Albertville","Skating","Figure skating","EUN","pairs","X","Silver",FALSE
1992,"Albertville","Skating","Short Track S.","EUN","3000m relay","W","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","15km mass start","W","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","15km mass start","W","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","EUN","30km","W","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","30km","W","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","4x5km relay","W","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","EUN","5km","W","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","5km","W","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","Combined 5km + 10km pursuit","W","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","EUN","Combined 5km + 10km pursuit","W","Gold",TRUE
1992,"Albertville","Skiing","Freestyle Ski.","EUN","moguls","W","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","FIN","10km","M","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","FIN","15km mass start","W","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","FIN","5km","W","Gold",TRUE
1992,"Albertville","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Gold",TRUE
1992,"Albertville","Skiing","Ski Jumping","FIN","K120 team (90m)","M","Gold",TRUE
1992,"Albertville","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Bronze",FALSE
1992,"Albertville","Biathlon","Biathlon","FRA","3x7.5km relay","W","Gold",TRUE
1992,"Albertville","Skating","Figure skating","FRA","ice dancing","X","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","FRA","alpine combined","W","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","FRA","downhill","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","FRA","super-G","W","Silver",FALSE
1992,"Albertville","Skiing","Freestyle Ski.","FRA","moguls","M","Gold",TRUE
1992,"Albertville","Skiing","Freestyle Ski.","FRA","moguls","M","Silver",FALSE
1992,"Albertville","Skiing","Nordic Combined","FRA","individual","M","Gold",TRUE
1992,"Albertville","Skiing","Nordic Combined","FRA","individual","M","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","GER","10km","M","Gold",TRUE
1992,"Albertville","Biathlon","Biathlon","GER","10km","M","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","GER","15km","W","Gold",TRUE
1992,"Albertville","Biathlon","Biathlon","GER","20km","M","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","GER","3x7.5km relay","W","Silver",FALSE
1992,"Albertville","Biathlon","Biathlon","GER","4x7.5km relay","M","Gold",TRUE
1992,"Albertville","Biathlon","Biathlon","GER","7.5km","W","Silver",FALSE
1992,"Albertville","Bobsleigh","Bobsleigh","GER","four-man","M","Silver",FALSE
1992,"Albertville","Bobsleigh","Bobsleigh","GER","two-man","M","Bronze",FALSE
1992,"Albertville","Bobsleigh","Bobsleigh","GER","two-man","M","Silver",FALSE
1992,"Albertville","Luge","Luge","GER","doubles","X","Gold",TRUE
1992,"Albertville","Luge","Luge","GER","doubles","X","Silver",FALSE
1992,"Albertville","Luge","Luge","GER","singles","M","Gold",TRUE
1992,"Albertville","Luge","Luge","GER","singles","W","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","GER","1000m","M","Gold",TRUE
1992,"Albertville","Skating","Speed skating","GER","1000m","W","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","GER","1500m","W","Gold",TRUE
1992,"Albertville","Skating","Speed skating","GER","1500m","W","Silver",FALSE
1992,"Albertville","Skating","Speed skating","GER","3000m","W","Gold",TRUE
1992,"Albertville","Skating","Speed skating","GER","3000m","W","Silver",FALSE
1992,"Albertville","Skating","Speed skating","GER","5000m","W","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","GER","5000m","W","Gold",TRUE
1992,"Albertville","Skating","Speed skating","GER","5000m","W","Silver",FALSE
1992,"Albertville","Skating","Speed skating","GER","500m","M","Gold",TRUE
1992,"Albertville","Skating","Speed skating","GER","500m","W","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","GER","super-G","W","Bronze",FALSE
1992,"Albertville","Luge","Luge","ITA","doubles","X","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","ITA","alpine combined","M","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","ITA","alpine combined","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","ITA","giant slalom","M","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","ITA","slalom","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","ITA","super-G","W","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","ITA","10km pursuit","M","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","ITA","30km","W","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","ITA","4x10km relay","M","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","ITA","4x5km relay","W","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","ITA","50km","M","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","ITA","50km","M","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","ITA","Combined 10km + 15km pursuit","M","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","ITA","Combined 5km + 10km pursuit","W","Silver",FALSE
1992,"Albertville","Skating","Figure skating","JPN","individual","W","Silver",FALSE
1992,"Albertville","Skating","Short Track S.","JPN","5000m relay","M","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","JPN","1000m","M","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","JPN","1500m","W","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","JPN","500m","M","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","JPN","500m","M","Silver",FALSE
1992,"Albertville","Skiing","Nordic Combined","JPN","Team","M","Gold",TRUE
1992,"Albertville","Skating","Short Track S.","KOR","1000m","M","Bronze",FALSE
1992,"Albertville","Skating","Short Track S.","KOR","1000m","M","Gold",TRUE
1992,"Albertville","Skating","Short Track S.","KOR","5000m relay","M","Gold",TRUE
1992,"Albertville","Skating","Speed skating","KOR","1000m","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","LUX","giant slalom","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","LUX","super-G","M","Silver",FALSE
1992,"Albertville","Skating","Speed skating","NED","10000m","M","Gold",TRUE
1992,"Albertville","Skating","Speed skating","NED","1500m","M","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","NED","5000m","M","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","NED","5000m","M","Silver",FALSE
1992,"Albertville","Skating","Speed skating","NOR","10000m","M","Bronze",FALSE
1992,"Albertville","Skating","Speed skating","NOR","10000m","M","Silver",FALSE
1992,"Albertville","Skating","Speed skating","NOR","1500m","M","Gold",TRUE
1992,"Albertville","Skating","Speed skating","NOR","1500m","M","Silver",FALSE
1992,"Albertville","Skating","Speed skating","NOR","5000m","M","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","NOR","giant slalom","M","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","NOR","slalom","M","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","NOR","super-G","M","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","NOR","super-G","M","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","NOR","10km pursuit","M","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","NOR","30km mass start","M","Bronze",FALSE
1992,"Albertville","Skiing","Cross Country S","NOR","30km mass start","M","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","NOR","30km mass start","M","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","NOR","4x10km relay","M","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","NOR","4x5km relay","W","Silver",FALSE
1992,"Albertville","Skiing","Cross Country S","NOR","50km","M","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Silver",FALSE
1992,"Albertville","Skiing","Freestyle Ski.","NOR","moguls","W","Bronze",FALSE
1992,"Albertville","Skiing","Nordic Combined","NOR","Team","M","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","NZL","slalom","W","Silver",FALSE
1992,"Albertville","Skating","Short Track S.","PRK","500m","W","Bronze",FALSE
1992,"Albertville","Bobsleigh","Bobsleigh","SUI","four-man","M","Bronze",FALSE
1992,"Albertville","Bobsleigh","Bobsleigh","SUI","two-man","M","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","SUI","alpine combined","M","Bronze",FALSE
1992,"Albertville","Biathlon","Biathlon","SWE","20km","M","Bronze",FALSE
1992,"Albertville","Biathlon","Biathlon","SWE","4x7.5km relay","M","Bronze",FALSE
1992,"Albertville","Skiing","Alpine Skiing","SWE","giant slalom","W","Gold",TRUE
1992,"Albertville","Skiing","Cross Country S","SWE","10km pursuit","M","Bronze",FALSE
1992,"Albertville","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Bronze",FALSE
1992,"Albertville","Skating","Figure skating","TCH","individual","M","Bronze",FALSE
1992,"Albertville","Skiing","Ski Jumping","TCH","K120 team (90m)","M","Bronze",FALSE
1992,"Albertville","Skating","Figure skating","USA","individual","M","Silver",FALSE
1992,"Albertville","Skating","Figure skating","USA","individual","W","Bronze",FALSE
1992,"Albertville","Skating","Figure skating","USA","individual","W","Gold",TRUE
1992,"Albertville","Skating","Short Track S.","USA","3000m relay","W","Silver",FALSE
1992,"Albertville","Skating","Short Track S.","USA","500m","W","Gold",TRUE
1992,"Albertville","Skating","Speed skating","USA","1000m","W","Gold",TRUE
1992,"Albertville","Skating","Speed skating","USA","500m","W","Gold",TRUE
1992,"Albertville","Skiing","Alpine Skiing","USA","downhill","W","Silver",FALSE
1992,"Albertville","Skiing","Alpine Skiing","USA","giant slalom","W","Silver",FALSE
1992,"Albertville","Skiing","Freestyle Ski.","USA","moguls","M","Bronze",FALSE
1992,"Albertville","Skiing","Freestyle Ski.","USA","moguls","W","Gold",TRUE
1994,"Lillehammer","Skating","Short Track S.","AUS","5000m relay","M","Bronze",FALSE
1994,"Lillehammer","Luge","Luge","AUT","singles","M","Silver",FALSE
1994,"Lillehammer","Luge","Luge","AUT","singles","W","Bronze",FALSE
1994,"Lillehammer","Skating","Speed skating","AUT","1500m","W","Gold",TRUE
1994,"Lillehammer","Skating","Speed skating","AUT","3000m","W","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","AUT","slalom","M","Gold",TRUE
1994,"Lillehammer","Skiing","Alpine Skiing","AUT","slalom","W","Silver",FALSE
1994,"Lillehammer","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Ski Jumping","AUT","K120 team (90m)","M","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","BLR","7.5km","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","BLR","1000m","M","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","CAN","15km","W","Gold",TRUE
1994,"Lillehammer","Biathlon","Biathlon","CAN","7.5km","W","Gold",TRUE
1994,"Lillehammer","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Silver",FALSE
1994,"Lillehammer","Skating","Figure skating","CAN","individual","M","Silver",FALSE
1994,"Lillehammer","Skating","Figure skating","CAN","pairs","X","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","CAN","1000m","M","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","CAN","1000m","W","Silver",FALSE
1994,"Lillehammer","Skating","Short Track S.","CAN","3000m relay","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","CAN","500m","W","Silver",FALSE
1994,"Lillehammer","Skiing","Alpine Skiing","CAN","downhill","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","CAN","aerials","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","CAN","aerials","M","Silver",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","CAN","moguls","M","Gold",TRUE
1994,"Lillehammer","Skating","Figure skating","CHN","individual","W","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","CHN","500m","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","CHN","1000m","W","Bronze",FALSE
1994,"Lillehammer","Ice Hockey","Ice Hockey","FIN","ice hockey","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","FIN","30km","W","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","FIN","30km mass start","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Cross Country S","FIN","50km","M","Silver",FALSE
1994,"Lillehammer","Skiing","Cross Country S","FIN","5km","W","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","FRA","15km","W","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","FRA","4x7.5km relay","M","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","FRA","4x7.5km relay","W","Bronze",FALSE
1994,"Lillehammer","Skating","Figure skating","FRA","individual","M","Bronze",FALSE
1994,"Lillehammer","Skiing","Freestyle Ski.","FRA","moguls","M","Bronze",FALSE
1994,"Lillehammer","Skating","Figure skating","GBR","ice dancing","X","Bronze",FALSE
1994,"Lillehammer","Skating","Short Track S.","GBR","500m","M","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","GER","10km","M","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","GER","15km","W","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","GER","20km","M","Bronze",FALSE
1994,"Lillehammer","Biathlon","Biathlon","GER","20km","M","Silver",FALSE
1994,"Lillehammer","Biathlon","Biathlon","GER","4x7.5km relay","M","Gold",TRUE
1994,"Lillehammer","Biathlon","Biathlon","GER","4x7.5km relay","W","Silver",FALSE
1994,"Lillehammer","Bobsleigh","Bobsleigh","GER","four-man","M","Bronze",FALSE
1994,"Lillehammer","Bobsleigh","Bobsleigh","GER","four-man","M","Gold",TRUE
1994,"Lillehammer","Luge","Luge","GER","doubles","X","Bronze",FALSE
1994,"Lillehammer","Luge","Luge","GER","singles","M","Gold",TRUE
1994,"Lillehammer","Luge","Luge","GER","singles","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","GER","1000m","W","Silver",FALSE
1994,"Lillehammer","Skating","Speed skating","GER","1500m","W","Bronze",FALSE
